,Unnamed: 0,id,domain,type,url,content,scraped_at,inserted_at,updated_at,title,authors,keywords,meta_keywords,meta_description,tags,summary
88,88,14973,beforeitsnews.com,fake,http://beforeitsnews.com/financial-markets/2018/01/insights-from-the-2018-inside-etfs-conference-advisor-edition-2951740.html,insight <num> insid etf confer advisor edit reader think stori fact add two cent headlin bitcoin blockchain search exceed trump blockchain stock next etf industri rapid evolv past nine year rough <num> etf <num> current near <num> etf compet <num> trillion asset manag u term size growth asset class compar exchange-trad fund span <num> year etf industri grown paltri <num> billion <num> trillion inher advantag flexibl portfolio diversif lower cost made etf modern-day stapl investor portfolio project asset manag show etf industri finish grow yet accord ernst young <num> trillion held etf <num> gain valuabl insight evolut industri time <num> insid etf confer perspect advisor five core theme stood particular relev given current econom financi climat sourc <url>,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Insights from the 2018 Inside ETFs Conference: Advisor Edition,Michael Johnston,,[''],,,
90,90,15462,beforeitsnews.com,fake,http://beforeitsnews.com/science-and-technology/2017/08/nasa-creates-surface-flooding-maps-from-hurricane-harvey-2901229.html,cedar bayou fm <num> <num> clear creek i-<num> <num> dayton <num> e <num> mari creek wind road <num> beaumont port arthur <num> santa fe <num> <num> pasadena <num> wnw <num> horsepen creek bay area blvd <num> south houston <num> ssw <num> berri bayou forest oak blvd <num> berri bayou nevada <num> friendswood <num> nne <num> nasa satellit continu gather data harvey move middl u weaken nasa aqua satellit provid visibl infrar look weaken soak storm nasa aqua satellit provid doubl view harvey aug <num> <num> <num> p edt air instrument aboard aqua show area strongest storm coldest cloud top temperatur near northwestern louisiana band thunderstorm southern mississippi northwestern alabama southwestern georgia cloud top temperatur area cold minus <num> degre fahrenheit minus <num> degre celsius credit nasa jpl ed olsen aug <num> <num> <num> p edt moder resolut imag spectroradiomet modi instrument aboard nasa aqua satellit captur visibl light imag tropic storm harvey move north texa louisiana time atmospher infrar sounder air instrument aboard aqua provid temperatur data infrar light air show area strongest storm coldest cloud top temperatur near northwestern louisiana band thunderstorm southern mississippi northwestern alabama southwestern georgia cloud top temperatur area cold minus <num> degre fahrenheit minus <num> degre celsius storm temperatur cold shown generat heavi rainfal harvey status aug <num> nation hurrican center nhc issu final advisori harvey public advisori weather predict center wpc provid updat long system remain flood threat credit nasa goddard modi rapid respons team aug <num> <num> <num> p edt nasa aqua satellit captur visibl light imag tropic storm harvey move north texa louisiana credit nasa goddard modi rapid respons team aug <num> harvey downgrad depress generat flood rain far eastern texa western louisiana heavi rainfal spread northeastward lower mississippi valley tennesse ohio valley central appalachian next day two <num> edt <num> utc center tropic depress harvey locat near <num> degre north latitud <num> degre west longitud wpc said tropic depress harvey move toward northeast expect continu motion next <num> hour forecast track take harvey northern mississippi thursday even middl tennesse friday ohio valley state saturday sept <num> post-trop low harvey rainfal spread north east wpc said tropic depress harvey expect produc <num> <num> inch rain eastern arkansa northern mississippi northeastward across western central tennesse western central kentucki southern ohio west virginia local higher total <num> <num> inch possibl across northern mississippi western tennesse southwest kentucki rain enhanc flash flood risk across area especi northern mississippi western tennesse southwest kentucki howev widespread flood continu around houston beaumont port arthur orang eastward around louisiana border weekend expect heavi rain spread northeastward louisiana western kentucki may also lead flash flood increas river small stream flood smap smap manag nasa scienc mission director washington nasa jet propuls laboratori pasadena california nasa goddard space flight center greenbelt maryland jpl manag nasa caltech consortium research univers particip smap scienc team includ massachusett institut technolog cambridg princeton univers princeton new jersey univers montana missoula provid smap surfac water imageri contact sourc karen bogg rob gutro nasa jet propuls laboratori pasadena calif nasa goddard space flight center greenbelt md,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,NASA Creates Surface Flooding Maps from Hurricane Harvey,Alton Parrish,,[''],,,
91,91,15468,beforeitsnews.com,fake,http://beforeitsnews.com/science-and-technology/2017/09/yawning-why-is-it-so-contagious-and-why-should-it-matter-2901347.html,headlin bitcoin blockchain search exceed trump blockchain stock next feel tire even tire yawn someon els expert univers nottingham publish research suggest human propens contagi yawn trigger automat primit reflex primari motor cortex -- area brain respons motor function studi -- 'a neural basi contagi yawn -- publish academ journal current biolog anoth stage research under biolog neuropsychiatr disord search new method treatment latest find show abil resist yawn someon els near us yawn limit urg yawn increas instruct resist yawn matter hard tri stifl yawn might chang yawn alter propens yawn import discov urg yawn -- propens contagi yawn -- individu one us stephen jackson professor cognit neurosci school psycholog led multidisciplinari studi said suggest find may particular import understand associ motor excit occurr echophenomena wide rang clinic condit link increas cortic excit decreas physiolog inhibit epilepsi dementia autism tourett syndrom echophenomena human trait contagi yawn trigger involuntarili observ anoth person yawn -- common form echophenomena -- automat imit anoth word echolalia action echopraxia human propens contagi yawn -- chimpanze dog credit steve evan wikimedia commonsechophenomena also seen wide rang clinic condit link increas cortic excit decreas physiolog inhibit epilespsi dementia autism tourett syndrom neural basi contagi yawn neural basi echophenomena unknown test link motor excit neural basi contagi yawn nottingham research team use transcrani magnet stimul tms recruit <num> adult help studi volunt view video clip show someon els yawn instruct either resist yawn allow yawn,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Yawning — Why Is It So Contagious and Why Should It Matter?,Alton Parrish,,[''],,,
92,92,15564,beforeitsnews.com,fake,http://beforeitsnews.com/alternative/2016/12/cia-refuses-to-show-evidence-linking-trump-to-russia-because-it-would-help-russia-3450565.html,headlin bitcoin blockchain search exceed trump blockchain stock next cia refus show evid link trump russia would help russia week subsequ donald trump elect presid cia analyst work russia refresh analysi russian cyber meddl earlier consid russia attempt undermin u presidenti elect nov <num> came assum russian interfer truli creat help trump win latest find fertil current blaze public argument u intellig agenc president-elect russian interfer elect believ trump state interview shown sunday fox news discuss idea russian desir assist think ridicul trump aid deni cia updat review russian object earli consensus reach <num> agenc reveal rare joint public statement director nation intellig jame clapper dhs head jeh johnson russia meddl elect first place signific gulf bare overst numer foreign polici expert lawmak think russia behavior assault nation one ex - cia leader hillari clinton advoc michael morel compar russia invas u polit friday polit equival <num> <num> truth cia latest take unanim perspect intellig communiti clapper overse <num> u intellig agenc suffici confid exchang cia review congress secret brief last week similar review leak <num> intellig agenc fbi portion determin russia main goal stow mayhem challeng american democraci senior law enforc offici explain nbc news aid trump provid object offici state russia anticip trump win elect cia review russian prefer trump determin singl piec new intellig offici brief matter explain nbc news rather outcom stringent analysi grow bodi circumstanti proof comprehens anyth public observ human sourc communic intercept intellig permit analyst piec togeth detail player step took harm clinton candidaci boost trump offici state cia also believ russian hacker collect inform republican releas way democrat email leak wikileak republican nation committe reject system hack email individu republican collected-someth nbc news document octob fbi convinc russian find anyth volatil republican materi acquir offici state despit fact appar whether u agenc understand full extent data russian hacker capabl steal cia also track campaign anti-clinton news report amplifi social media came russian state media outlet offici share nbc news case russian campaign clear suppos elect trump someth u could demonstr court offici point part clarifi fbi briefer hesit embrac situat secret brief congress intellig offici intellig agenc support cia perspect entiti acknowledg oppos nevertheless question motive-whi russian purport meddl elect - complet independ basic question whether u strong proof russian govern sponsor conceal campaign score everi intellig agenc govern confirm russian octob dni clapper homeland secur secretari jeh johnson releas extraordinari joint statement u intellig communiti confid russian govern direct recent compromis e-mail us person institut includ us polit organ one sourc acquaint intellig state incorpor profil suspect photograph could lead inevit indict specif russian actor justic depart choos go proof score basic help trump recent commentari could russia could china could guy home new jersey two trump propon lead congression intellig committe sen richard burr north carolina rep devin nune california suppli statement recent day convey worri russian hack senat select committe intellig remain concern russia action burr state report nbc news friday nune state friday russia cyber attack surpris hous intellig committe close monitor russia belliger year monday top republican congress - major leader mitch mcconnel speaker paul ryan - releas statement pledg investig russian meddl elect ryan call russia aggressor mcconnel made point say highest confid intellig communiti especi central intellig agenc monday sen john mccain arizona renew call bipartisan hear state think russian attempt engin trump victori that reason need full investig seen evid actual uncertain whether trump brief fact top republican observ hand intellig brief sinc elect trump state believ intellig communiti review - recommend cia believ general provid statement friday night observ peopl said saddam hussein weapon mass destruct sever intellig offici explain nbc news serious annoy statement histor preced president-elect public malign intellig agenc lead one big dilemma current trump pick cia director mike pompeo bridg acrimoni gap boss agenc lead presid barack obama plan make effortless trump request dossier assembl data russian covert oper senior obama administr offici share nbc news part made public prior januari 20th sen angus king main independ serv senat intellig committe state nbc news occur soon enough way circumv russian inform campaign public state caution howev u go abl offer sort evid mani skeptic requir provid proof provid roadmap show russian caught state includ intellig sourc method read also new york time confess cia lack proof russian hack claim manufactur support hillari clinton bin note peopl use social media figur facebook googl cahoot govern well awar issu high time switch seen life websit similar facebook without censorship peopl danger other wake spread word like share articl leav comment help direct attent stori matter subscrib stay connect fusion lace illus content,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,CIA Refuses to Show Evidence Linking Trump to Russia Because it Would Help Russia!,,,[''],,,
93,93,15568,beforeitsnews.com,fake,http://beforeitsnews.com/weather/2016/12/winter-storm-decima-forecast-breakdown-wild-weather-incoming-deadly-arctic-air-icing-invasion-2445676.html,headlin bitcoin blockchain search exceed trump blockchain stock next winter storm decima forecast breakdown wild weather incom dead arctic air ice invas youtub upload thornew report cold hot sub-zero place get readi cold mean decemb drive ice articl weather <url> winter storm decima mess snow ice spread rocki midwest east weekend winter storm decima - pronounc deh-si-mah - kick high gear spread snowi ici mess rocki part plain midwest east final weekend christma latest status forecast inform decima follow recap storm far decima latest status forecast winter storm warn stretch sierra nevada california rocki part upper midwest far east michigan signific snow potenti heavi snow make travel danger east potpourri winter weather advisori freez rain advisori winter storm warn issu energi southward dig jet-stream dip eventu spawn area surfac low pressur plain friday track northeastward time central eastern state moistur system overlap cold air north high pressur eastern state make condit ripe potenti snow sleet freez rain larg area decima expand reach signific snow northern plain upper midwest great lake snow heavi spot increas wind expect area blow snow could creat low visibl danger travel condit northern plain snow also continu rocki great basin southern sierra could heavi spot milder air overrun cold air near surfac earth freez rain sleet could develop central plain winter storm decima move thru northern u midwest ohio valley northeast u <num>-<num> <num>-<num> <num>-<num> <num> video give forecast breakdown along brief forecast tutori winter precipit type quick updat current track intens area effect winterstorm decima read also unusu weather pattern mini-ic age arctic vortex temp plung bin note peopl use social media figur facebook googl cahoot govern well awar issu high time switch seen life websit similar facebook without censorship peopl danger other wake spread word like share articl leav comment help direct attent stori matter subscrib stay connect fusion lace illus content,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Winter Storm Decima: Forecast Breakdown Wild Weather Incoming! Deadly Arctic Air & Icing Invasion!,,,[''],,,
96,96,15920,beforeitsnews.com,fake,http://beforeitsnews.com/libertarian/2014/10/smart-things-you-could-say-about-ray-rice-and-isis-2582014.html,smart thing could say ray rice isi reader think stori fact add two cent headlin bitcoin blockchain search exceed trump blockchain stock next zero aggress project give heurist start homepag websit read headlin mental tool help escap convent think give amaz insight even make sound like smartest person room here zero aggress project co-creat jim babka perri willi appli heurist today current news stori say behead video perri willi friend insist must someth isi behead video say here power set answer read piec comment share one follow place facebook link <url> googl link <url> blog link <url> say ray rice video roger goodel nervous there elector campaign oust jim babka everyon talk video show run back ray rice knocking-out wife casino elev call nfl commission roger goodel lose job libertarian teach moment avail stori someth special could say friend read piec comment share one follow place facebook link <url> googl link <url> blog link <url> idea matter action make power zero aggress principl influenti join convers spread word even start convers share inform thank sourc <url>,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Smart Things You Could Say About Ray Rice and ISIS,Downsize Dc,,[''],,,
97,97,16068,beforeitsnews.com,fake,http://beforeitsnews.com/science-and-technology/2017/08/ancient-euro-devil-discovered-2899364.html,headlin bitcoin blockchain search exceed trump blockchain stock next scientist discov fossil remain new carnivor mammal turkey one biggest marsupi relat ever discov northern hemispher find dr robin beck univers salford uk dr murat maga univers washington discov fossil publish today journal plos one new fossil <num> million year old cat-siz mammal power teeth jaw crush hard food like modern tasmanian devil relat pouch mammal marsupi australia south america show marsupi relat metatherian far divers northern hemispher previous believ devil artist impress credit univers salford credit univers salford,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Ancient “Euro Devil” Discovered,Alton Parrish,,[''],,,
98,98,16721,beforeitsnews.com,fake,http://beforeitsnews.com/financial-markets/2018/01/small-cap-value-report-tue-23-jan-2018-quindell-elco-lpa-boku-eye-flo-ssy-2951954.html,small cap valu report tue <num> jan <num> - quindel elco lpa boku eye flo ssi reader think stori fact add two cent headlin bitcoin blockchain search exceed trump blockchain stock next hi paul pleas feel free post comment small cap request comment quindel postscript announc caught eye audit firm sign quindel dodgi account <num> <num> fine ps700k ps90k cost financi report council frc obscur bodi suppos polic publish account howev rare seem take action slow audit partner respons also reprimand big deal fine ps56k - materi sum money partner decent-s account firm also look timelin - <num> year incorrect account creat hard rapid respons team longer term reader rememb consist bearish quindel sinc account fair obvious high suspect excess debtor excess capitalis intang asset flurri acquisit muddi water usual give-away fake profit dodgi compani realli terribl easi spot spot high abnorm balanc sheet second realli take particular forens account skill uncov dodgi compani fals profit wit true globo amaz much venom delud fool invest communiti bearish comment attract <num> dodgi compani even attempt get sack role stockopedia quindel globo sharehold cancel stockopedia subscript cours ed put editori integr short term revenu back hilt proven correct subsequ event satisfi anyway perpetr quindel globo fraud still larg ill-gotten gain reliev gullibl uk investor hundr million pound sad comment investor friend weekend white collar crime uk much pay action taken frc report today littl late view proper punish deter sort thing happen kudo way tom winnifrith tireless obsess exposur multipl wrongdo quindel globo peopl may like style he done outstand work expos mani dodgi compani work audit start career earli 1990s confirm realli easi pull wool eye auditor check number detail clever fd cover sort problem onus much investor reasonableness-check publish account number look right best steer clear popular misconcept auditor high paid they'r actual audit often tender low price order get foot door enabl lucrat tax acquisition-rel work secur seem invis forc pull american market relentless higher signific pullback long time worri describ melt normal healthi market behaviour view could head crash know market meant climb wall worri regular correct seem unstopp move upward could precursor violent correct possibl success trader mark minervini recent tweet time rememb american market exuber <num> crash dot com bubbl burst <num> howev big rise could justifi mayb us share re-rat big corpor tax cut us increas earn consider turn could trigger econom boom increas invest amp virtuous circl higher growth greater consum spend etc know that happen presid reagan - initi stimul us economi big tax cut usher period great econom success thing imposs predict near forecast get wrong would expect pack forecast bad job yet strang peopl especi media still treat forecast quit unjustifi rever econom still much infanc bare scratch surfac term abl accur predict economi practic think best accept got clue futur hold despit i'm increas nervous market melt-up open short posit us market that prove expens far mind loss hedg they'r insur polici insur cost money regard uk market i'm see lot nervous small mid cap moment feel like day everyth go day day we'v spoil buoyant market condit long time mani former momentum star sold consider last month e g boohoo com lon boo i'm long iqe lon iqe investor seem ignor mani satisfactori even good updat bank profit instead certain seem lack investor appetit take small cap new high moment that probabl quit sensibl actual lot small cap pricey uk economi seem soft patch seem lot profit warn issu mind bargain found illiquid market investor start throw babi bath water see stop loss trigger particular under reason favour market condit time time market throw bargain direct peopl sometim act irrate - scare good share errat spike price anyway let look small cap announc today way apologis typo today - use small laptop screen i'm struggl see proper lon elco share price <num> 5p <num> today share <num> 4m market cap ps35 2m time write hold long posit share trade statement elecosoft plc aim elco aim-list construct softwar specialist clever word make sound better line updat pleas announc revenu profit tax trade year end <num> decemb <num> expect signific higher compar revenu profit tax year end <num> decemb <num> line market expect cash generat sound good elecosoft strong convers oper profit cash year enabl group elimin net borrow posit <num> june <num> also improv net cash posit <num> decemb <num> love compani elimin debt cash generat point high custom renew rate good sign - product must good emphasi good train amp support custom good thing success acquisit integr favour forex movement outlook - noth specif say look forward confid opinion - pick share back posit updat general i'm keen softwar compani they'r quit prone profit warn - often heavili reliant lumpi licenc sale share look price right view good reassur updat today belt stockopedia remain convinc neutral style middl stockrank <num> let hope improv financi perform continu good lon lpa share price <num> 5p <num> today <num> <num> share <num> 38m market cap ps21 4m time write long posit share final result - year end <num> sep <num> lpa group plc lpa design manufactur supplier light emit diod led -base light electro-mechan system announc today record result year end <num> septemb <num> strong start new financi year compani put positive-sound trade updat cover <num> nov <num> often happen surg share price day respond posit updat amp outlook continu share price rise anoth <num> today spend long compani small amp illiquid - abl pick share might interest reader small portfolio problem illiquid posit key point revenu <num> ps22 5m pre-except oper profit <num> ps1 9m except neglig noth worri basic ep <num> <num> 4p - give per <num> dividend modest grow - <num> 5p last year <num> 7p year - yield <num> order intak amp close order book nice outlook amp visibl posit recent trade - q1 signific ahead prior year balanc sheet - look fine sound work capit posit there littl debt see problem note pension fund surplus account level may deficit actuari basi signific cashflow statement show ps100k p payment compani fund capex look high narrat mention reloc factori like caus spike capex opinion - base quick review quit like figur amp outlook micro cap investor happi accept poor market liquid might worth closer look seem sound financ perform well strong order book plus pay modest divi think would worthwhil dig understand product make crucial consider whether demand like continu whether compani ride crest wave one-off order overal though worth closer look think note stockopedia data thomson reuter show <num> 5p ep expect <num> actual ep <num> 4p long way ahead therefor probabl anticip improv stockrank actual number flow i'll wager middl stockrank could start improv soon lon boku share price 85p unchang today share <num> 5m market cap ps181 5m trade updat boku aim boku world lead independ direct carrier bill compani pleas provid follow unaudit trade updat year end <num> decemb <num> compani first trade updat sinc admiss aim novemb <num> understand compani softwar enabl peopl buy thing mobil phone app game etc without need credit card cost instead rout mobil phone bill prepaid account use countri credit card wide use <num> revenu exceed 24m - <num> <num> - adjust ebitda posit second half know adjust ebitda hide multitud sin - especi softwar compani larg amount overhead capitalis thus flatter ebitda impress total process valu tpv <num> 7bn <num> tripl <num> amount <num> million thank continu growth across custom segment - notabl app store digit music subscript amp bundl although tripl total process valu result <num> rise revenu suggest individu transact done lot cheapli look stockreport first port call new compani histor graph alreadi scare opinion - clear jam tomorrow situat ps181 5m market cap clear includ heroic assumpt futur growth tend buy thing like unless realli understand sector amp busi case think one realli punter peopl proper understand busi think like deliv massiv growth necessari current market cap let alon higher one remind bango lon bgo look similar also reli exponenti growth justifi extrem high relat histor loss valuat <num> share could multibagg growth gain momentum could crash disastr growth disappoint heavi loss continu - requir fundrais futur high risk potenti high reward they'r - take risk lon eye share price 224p <num> today <num> <num> share <num> 4m market cap ps56 9m trade updat eagl eye saa technolog compani allow busi creat real-tim connect custom here archiv <num> previous report compani find list articl compani put ticker click discuss tab top stockreport like compani new descript actual explain compani previous descript juli <num> announc much clear saa technolog compani valid redeem digit promot real-tim groceri retail hospit industri chang someth clear someth opaqu odd thing clariti simplic alway best report today progress h1 <num> <num> <num> month <num> dec <num> <num> june <num> year end highlight present compani yellow highlight strong growth various kpis revenu <num> - mad excit tend prefer revenu growth <num> growth compani - need grow rate compound long figur get excit cash - thing jump list compani seem burn cash look back previous rnss compani rais ps6m expens ps5 8m expens jun <num> i'm rather surpris got ps0 8m left mayb debt repaid part previous fundrais ah yes i'v spot ps3m facil barclay last full year account look current undrawn i'm keen loss-mak compani use bank borrow clear compani need anoth place fair soon still cash hungri lot develop cost capitalis necessarili problem compani seem well-support investor generous market cap loss-mak compani rais say anoth ps5m would result c 10 dilut - unhelp disast outlook - there lot commentari today updat custom win etc conclus confid deliv expect financi year end <num> june <num> opinion - there definit someth interest view compani clear interest innov product big name custom howev financi progress date somewhat limit still quit heavili loss-mak look broker forecast big expect revenu growth rise ps22 8m <num> <num> ps32 8m <num> <num> yet big increas revenu would tip normalis profit tax ps0 9m <num> <num> i'm struggl see justifi ps56 9m market cap share would therefor interest could convinc compani set smash forecast deliv much higher growth futur profit thing stand though think look interest compani promising-sound product financi look good yet price look bit toppi plus need rais equiti fair soon i'd rather hold fire re-assess proper fund i'd say place ps10m realli necessari rather repeat smaller fundrais danger fundrais window easili slam shut futur bear market leav compani potenti high amp dri stockopedia comput award eye low stockrank <num> - understand earli stage loss-mak compani near alway fail excit either stockopedia algorithm anyway wish compani well look forward review next set number come usual reserv right chang mind time growth acceler make excit invest proposit lon flo share price <num> 25p <num> today share <num> 8m market cap ps93 6m trade updat london tuesday <num> januari <num> aim list specialist technic fluid power product supplierflowtech fluidpow plc lse symbol flo pleas announc follow unaudit updat perform year end <num> decemb <num> period announc updat start line expect comment posit nois expans pbt line expect whilst group heighten profil enhanc technic skill capabl creat uk europ ensur opportun signific expans continu present revenu <num> ps77 9m scan rns group seem made sever acquisit <num> obvious push revenu organ growth good <num> net debt risen <num> ps14 7m note also dilut year equiti fundrais excel updat lot use inform division gross margin remain broad line prior year result weightier mix toward general lower margin pmc oper slight reduct overal margin project therefor board expect under profit tax year end <num> decemb <num> rang <num> 6m <num> 8m line market expect i'm impress group give fair tight rang like profit <num> day year end suggest compet financ depart good intern control six acquisit made year strike perhap bit ambiti there risk might stretch manag bandwidth littl thin refurbish redesign share logist centr also complet disrupt custom servic manag team realli busi impress stuff dividend rise <num> give yield <num> - bad valuat - look reason price cheap side even adjust net debt stockrank high also classifi super stock opinion - like stock we'v look felt posit strike good qualiti buy amp build appear manag well like decent oper profit margin - come hold wide rang nich spare part various machineri high level custom servic e g rapid deliveri option vital client import machin idl wait spare part flo share look could continu steadi riser acquisit bolt thumb here flo chart geddit - we'd bought dip juli <num> we'd <num> plus divi that someth think work progress stockopedia sourc <url>,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,"Small Cap Value Report (Tue 23 Jan 2018) – Quindell, ELCO, LPA, BOKU, EYE, FLO, SSY",,,[''],,,
99,99,17100,beforeitsnews.com,fake,http://beforeitsnews.com/space/2016/12/juno-captures-a-stunning-jovian-pearl-2504193.html,juno captur stun jovian pearl headlin bitcoin blockchain search exceed trump blockchain stock next astro-imag damian peach reprocess one latest imag taken juno junocam 3rd close flybi planet dec <num> photo highlight one larg pearl right form string storm jupit atmospher smaller isol storm seen left credit nasa jpl-caltech swri msss jupit look beauti pearl imag taken junocam imag nasa juno spacecraft highlight one eight massiv storm distanc form string pearl jupit turbul atmospher they'r counterclockwis rotat storm appear white oval gas giant southern hemispher larger pearl photo rough half size earth sinc <num> white oval vari number six nine eight current visibl four pearl photograph dec <num> <num> planet south temper belt great red spot moon ganymed left show well photo requir good see least <num>-inch telescop see visual credit christoph go photo taken sunday close flybi time closest approach -- call perijov -- juno streak <num> mile <num> km gas giant roil psychedel cloud top travel <num> mph near <num> km per second relat planet seven juno eight scienc instrument collect data flybi time photo taken spacecraft <num> mile <num> km planet origin imag sent junocam dec <num> featur eighth string larg storm planet southern hemispher credit nasa jpl-caltech swri msss junocam color visible-light camera design captur remark pictur jupit pole cloud top juno eye provid wide view help provid context spacecraft instrument junocam includ spacecraft specif purpos public engag although imag help scienc team consid one mission scienc instrument <num>-fram anim span <num> jovian day <num> earth day passag time acceler factor <num> oval visibl well varieti jet - west east east west credit nasa crazi swirl cloud see photo compos ammonia ice crystal organ dozen band parallel equat call belt darker one zone border bound power wind flow call jet resembl earth jet stream altern direct one band next zone colder mark latitud materi upwel ammonia ice thought give zone lighter color belt contrast indic sink materi color bit mysteri may due presenc hydrocarbon -- molecul made hydrogen carbon oxygen well exot sulfur phosphorus compound use guid help better understand jupit arrang belt zone mani visibl amateur telescop credit nasa jpl wikipedia pearl storm form windi jovian atmospher last mani decad eventu dissip other merg form even larger storm unlik hurrican fall apart blow inland ocean there land jupit storm get start keep go biggest great red spot hang around caus troubl delight telescop observ least <num> year juno next perijov pass happen feb <num> <num> post juno captur stun jovian pearl appear first univers today sourc <url>,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Juno Captures a Stunning Jovian ‘Pearl’,Universe Today,,[''],,,
100,100,17247,beforeitsnews.com,fake,http://beforeitsnews.com/libertarian/2015/04/greenmedinfo-action-item-link-2-2604042.html,greenmedinfo - action item link reader think stori fact add two cent headlin bitcoin blockchain search exceed trump blockchain stock next one link greedmedinfo updat incomplet letter write campaign locat make fda advisori mandatori sourc <url>,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,GreenMedInfo – Action Item link,Downsize Dc,,[''],,,
101,101,17495,beforeitsnews.com,fake,http://beforeitsnews.com/business/2016/02/7-most-annoying-twitter-auto-dms-2819532.html,<num> annoy twitter auto dms headlin bitcoin blockchain search exceed trump blockchain stock next seen cheap supplement <num> regist busi program receiv endless benefit like thought email spam they'r real exampl spam twitter last week wrote <num> worst social media mistak one mistak annoy auto direct messag may receiv one engag someon account follow like tweet immedi click follow program automat send pre-written messag i'm entir idea auto dm servic gotten complet hand most use irrespons end result inbox satur pointless messag forc authent one-on-on interact bottom worst seven messag i'v receiv hola gracia por seguirm deja saber si hay algo en que lo puedo ayudar innovar go send anyon messag make sure person nativ speak languag even translat messag standard thank let know help i'm sure mani peopl ask help stranger twitter send pm suspici look domain typo domain messag scream click risk thnx <num> follow ceo suppli anoth generic messag i'm sure action want take statement like hashtag unrel previous statement take time even spell thank one thing sure ceo i'm suppli appreci one recent follow pleas rt like thought linkedin remov like facebook page - thing wrong dm person first mistak start version thank ad insult injuri thank someon automat messag wast space end <num> inbox say thank - least we'r head semblanc correct direct one they'r give us legitim action take ask retweet fan retweet want ask use poor grammar - make sens random insert linkedin profil demand like facebook page appar follow twitter enough use automat messag sale funnel direct someon anoth social platform unless heavili monet send sign newslett give discount push web store instead listen remov song sound cloud channel one speak might advantag get traffic song channel whatev reason fail insert entir name author song channel even link go request action stranger dm make research hi edward zeiden thank follow hobbi interest messag make think accident sign date websit open eye magic even black night goe like <num> line definit one uniqu one still unwarr long without point go use auto dm servic make sure messag proof grammar spell give someth back receiv true token gratitud present clear concis action take here decent exampl found get <num> next order remov code tweet10 websit i'm thrill receiv ad sign step right direct also sent medium link educ articl wrote align interest would soften blow rememb use auto dm servic usual increas engag twitter push user websit read blog take survey buy someth one quick profession manner best skip messag tri tweet real content sourc <url>,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,7 Most Annoying Twitter Auto DMs,Morgan Linton,,[''],,,
102,102,17497,beforeitsnews.com,fake,http://beforeitsnews.com/business/2016/02/3-articles-founders-can-read-to-understand-the-state-of-vc-investing-in-2016-2821284.html,<num> articl founder read understand state vc invest <num> headlin bitcoin blockchain search exceed trump blockchain stock next secret startup fund world go chang quit bit cours year startup ipo' <num> see lower-than-expect share price valuat drop declar sky fall think sky fall think valuat got control market correct go happen year yes impact startup investor world we'r lucki live time mani ventur capitalist blog share opinion what happen market three blog post recommend take look startup founder tri understand fundrais landscap look like <num> think <num> go incred year startup major mileston hit team built invest happen said there deni landscap chang year question - react chang sourc <url>,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,3 articles founders can read to understand the state of vc investing in 2016,Morgan Linton,,[''],,,
104,104,17798,beforeitsnews.com,fake,http://beforeitsnews.com/business/2015/12/buyer-of-btc-com-for-1million-charged-with-operating-a-ponzi-scheme-2779288.html,buyer btc com 1million charg oper ponzi scheme reader think stori fact add two cent headlin bitcoin blockchain search exceed trump blockchain stock next back august <num> big buzz around sale btc com 1million domain guardian broker sale mike robertson gave interview thedomain com sale went today buyer josh garza charg fraud secur exchang commiss coindesk report us secur exchang commiss charg former gaw miner ceo josh garza fraudul sale unlicens secur oper ponzi scheme complaint file today us district court district connecticut focus larg sale hashlet virtual miner sold gaw miner cloud mine site zencloud sec said garza gaw earn rough <num> million revenu scheme evolv hardwar host cloud mine eventu launch altern cryptocurr mani <num> custom investor accord sec garza gaw miner know misrepres natur hashlet proclaim profit manner mine incom sourc domain regist <num> privaci go daddi year site develop us talk bitmain technolog ltd tech crunch interview garza purchas btc com last year sourc <url>,2018-01-25 16:17:44.789555,2018-02-02 01:19:41.756632,2018-02-02 01:19:41.756664,Buyer of BTC.com for $1million Charged with Operating a Ponzi Scheme,Morgan Linton,,[''],,,
